,Sr No.,Reference No (URN),Journal Date,"Date of
Purchase",Date of Expiry,Name of the Purchaser,Prefix,"Bond
Number",Denominations,Issue Branch Code,Issue Teller,Status
32,4100,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13953,1000000,1,6405134,Paid
33,4101,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13728,1000000,1,6405134,Paid
34,4102,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13744,1000000,1,6405134,Paid
35,4103,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13738,1000000,1,6405134,Paid
36,4104,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13722,1000000,1,6405134,Paid
37,4105,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13742,1000000,1,6405134,Paid
38,4106,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13959,1000000,1,6405134,Paid
39,4107,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13724,1000000,1,6405134,Paid
40,4108,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13951,1000000,1,6405134,Paid
41,4109,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13734,1000000,1,6405134,Paid
42,4110,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13746,1000000,1,6405134,Paid
43,4111,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13726,1000000,1,6405134,Paid
44,4112,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13730,1000000,1,6405134,Paid
45,4113,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13732,1000000,1,6405134,Paid
46,4114,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13957,1000000,1,6405134,Paid
47,4115,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13955,1000000,1,6405134,Paid
48,4116,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13750,1000000,1,6405134,Paid
0,4117,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13740,1000000,1,6405134,Paid
1,4118,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,CRESCENT POWER LTD,TL,13736,1000000,1,6405134,Paid
2,4119,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8140,10000000,691,7516991,Paid
3,4120,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8130,10000000,691,7516991,Paid
4,4121,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8136,10000000,691,7516991,Paid
5,4122,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8160,10000000,691,7516991,Paid
6,4123,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8142,10000000,691,7516991,Paid
7,4124,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8158,10000000,691,7516991,Paid
8,4125,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8132,10000000,691,7516991,Paid
9,4126,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8162,10000000,691,7516991,Paid
10,4127,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8156,10000000,691,7516991,Paid
11,4128,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8134,10000000,691,7516991,Paid
12,4129,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8138,10000000,691,7516991,Paid
13,4130,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8166,10000000,691,7516991,Paid
14,4131,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8150,10000000,691,7516991,Paid
15,4132,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8154,10000000,691,7516991,Paid
16,4133,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8168,10000000,691,7516991,Paid
17,4134,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8144,10000000,691,7516991,Paid
18,4135,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8148,10000000,691,7516991,Paid
19,4136,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8152,10000000,691,7516991,Paid
20,4137,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8146,10000000,691,7516991,Paid
21,4138,6.9120210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,HALDIA ENERGY LIMITED,OC,8164,10000000,691,7516991,Paid
22,4139,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,JINDAL HOUSE,OC,6887,10000000,847,6371213,Paid
23,4140,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,JINDAL HOUSE,OC,6883,10000000,847,6371213,Paid
24,4141,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,JINDAL HOUSE,OC,6889,10000000,847,6371213,Paid
25,4142,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,JINDAL HOUSE,OC,6885,10000000,847,6371213,Paid
26,4143,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,JINDAL HOUSE,OC,6881,10000000,847,6371213,Paid
27,4144,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6884,10000000,847,6371213,Paid
28,4145,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6915,10000000,847,6371213,Paid
29,4146,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6888,10000000,847,6371213,Paid
30,4147,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6892,10000000,847,6371213,Paid
31,4148,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6871,10000000,847,6371213,Paid
32,4149,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6880,10000000,847,6371213,Paid
33,4150,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6905,10000000,847,6371213,Paid
34,4151,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6921,10000000,847,6371213,Paid
35,4152,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6901,10000000,847,6371213,Paid
36,4153,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6875,10000000,847,6371213,Paid
37,4154,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6873,10000000,847,6371213,Paid
38,4155,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6878,10000000,847,6371213,Paid
39,4156,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6855,10000000,847,6371213,Paid
40,4157,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6909,10000000,847,6371213,Paid
41,4158,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6853,10000000,847,6371213,Paid
42,4159,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6919,10000000,847,6371213,Paid
43,4160,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6925,10000000,847,6371213,Paid
44,4161,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6903,10000000,847,6371213,Paid
45,4162,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6917,10000000,847,6371213,Paid
46,4163,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6923,10000000,847,6371213,Paid
47,4164,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6851,10000000,847,6371213,Paid
48,4165,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6859,10000000,847,6371213,Paid
0,4166,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6867,10000000,847,6371213,Paid
1,4167,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6911,10000000,847,6371213,Paid
2,4168,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6861,10000000,847,6371213,Paid
3,4169,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6865,10000000,847,6371213,Paid
4,4170,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6876,10000000,847,6371213,Paid
5,4171,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6882,10000000,847,6371213,Paid
6,4172,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6907,10000000,847,6371213,Paid
7,4173,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6886,10000000,847,6371213,Paid
8,4174,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6863,10000000,847,6371213,Paid
9,4175,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6857,10000000,847,6371213,Paid
10,4176,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6869,10000000,847,6371213,Paid
11,4177,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6890,10000000,847,6371213,Paid
12,4178,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6894,10000000,847,6371213,Paid
13,4179,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6913,10000000,847,6371213,Paid
14,4180,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6898,10000000,847,6371213,Paid
15,4181,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6896,10000000,847,6371213,Paid
16,4182,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,MISRILALL MINES PVT LTD,OC,8089,10000000,1,6405134,Paid
17,4183,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,MISRILALL MINES PVT LTD,OC,8097,10000000,1,6405134,Paid
18,4184,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,MISRILALL MINES PVT LTD,OC,8095,10000000,1,6405134,Paid
19,4185,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,MISRILALL MINES PVT LTD,OC,8087,10000000,1,6405134,Paid
20,4186,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,MISRILALL MINES PVT LTD,OC,8085,10000000,1,6405134,Paid
21,4187,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,MISRILALL MINES PVT LTD,OC,8449,10000000,1,6405134,Paid
22,4188,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,MISRILALL MINES PVT LTD,OC,8093,10000000,1,6405134,Paid
23,4189,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,MISRILALL MINES PVT LTD,OC,8091,10000000,1,6405134,Paid
24,4190,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MOHAN STEEL CORPORATION,OC,6998,10000000,847,6371213,Paid
25,4191,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MOHAN STEEL CORPORATION,OC,6877,10000000,847,6371213,Paid
26,4192,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MOHAN STEEL CORPORATION,OC,6879,10000000,847,6371213,Paid
27,4193,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MOHAN STEEL CORPORATION,OC,6996,10000000,847,6371213,Paid
28,4194,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,MOHAN STEEL CORPORATION,OC,7000,10000000,847,6371213,Paid
29,4195,8.4720210406e+20,06/Apr/2021,06/Apr/2021,20/Apr/2021,NATCO PHARMA LTD,OC,6891,10000000,847,6371213,Paid
30,4196,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,OM CREDIT PVT LTD,OC,8099,10000000,1,5899230,Paid
31,4197,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,OM CREDIT PVT LTD,OC,8202,10000000,1,5899230,Paid
32,4198,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,PENGUIN TRADING & AGENCIES LIMITED,OC,8079,10000000,1,6405134,Paid
33,4199,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,PENGUIN TRADING & AGENCIES LIMITED,OC,8083,10000000,1,6405134,Paid
34,4200,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,PENGUIN TRADING & AGENCIES LIMITED,OC,8077,10000000,1,6405134,Paid
35,4201,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,PENGUIN TRADING & AGENCIES LIMITED,OC,8081,10000000,1,6405134,Paid
36,4202,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,PENGUIN TRADING & AGENCIES LIMITED,TL,13708,1000000,1,6405134,Paid
37,4203,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,PENGUIN TRADING & AGENCIES LIMITED,TL,13702,1000000,1,6405134,Paid
38,4204,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,PENGUIN TRADING & AGENCIES LIMITED,TL,13704,1000000,1,6405134,Paid
39,4205,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,PENGUIN TRADING & AGENCIES LIMITED,TL,13706,1000000,1,6405134,Paid
40,4206,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,PENGUIN TRADING & AGENCIES LIMITED,TL,13710,1000000,1,6405134,Paid
41,4207,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,SILVERTOSS SECURITIES PVT LTD,OC,8447,10000000,1,6405134,Paid
42,4208,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,SILVERTOSS SECURITIES PVT LTD,OC,8445,10000000,1,6405134,Paid
43,4209,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,SILVERTOSS SECURITIES PVT LTD,TL,13714,1000000,1,6405134,Paid
44,4210,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,SILVERTOSS SECURITIES PVT LTD,TL,13720,1000000,1,6405134,Paid
45,4211,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,SILVERTOSS SECURITIES PVT LTD,TL,13718,1000000,1,6405134,Paid
46,4212,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,SILVERTOSS SECURITIES PVT LTD,TL,13716,1000000,1,6405134,Paid
47,4213,1.2021040600000018e+18,06/Apr/2021,06/Apr/2021,20/Apr/2021,SILVERTOSS SECURITIES PVT LTD,TL,13712,1000000,1,6405134,Paid
48,4214,6.9120210407e+20,07/Apr/2021,07/Apr/2021,21/Apr/2021,AJAY GUPTA,OC,9151,10000000,691,7516991,Paid
0,4215,6.9120210407e+20,07/Apr/2021,07/Apr/2021,21/Apr/2021,AJAY GUPTA,OC,9153,10000000,691,7516991,Paid
1,4216,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13961,1000000,1,6405134,Paid
2,4217,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13963,1000000,1,6405134,Paid
3,4218,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13964,1000000,1,6405134,Paid
4,4219,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13952,1000000,1,6405134,Paid
5,4220,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13749,1000000,1,6405134,Paid
6,4221,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13962,1000000,1,6405134,Paid
7,4222,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13966,1000000,1,6405134,Paid
8,4223,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13956,1000000,1,6405134,Paid
9,4224,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13954,1000000,1,6405134,Paid
10,4225,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13960,1000000,1,6405134,Paid
11,4226,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13747,1000000,1,6405134,Paid
12,4227,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,TL,13958,1000000,1,6405134,Paid
13,4228,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,OL,1331,100000,1,6405134,Paid
14,4229,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,OL,1337,100000,1,6405134,Paid
15,4230,1.2021040700000018e+18,07/Apr/2021,07/Apr/2021,21/Apr/2021,CRYSTAL TEA INDIA PVT LTD,OL,1335,100000,1,6405134,Paid
